ID_Cliente,Nome,Idade,Estado,Cidade,Renda_Mensal,Score_Credito,Tempo_Banco_Meses,Tempo_Emprego,Tipo_Emprego,Escolaridade,Historico_Inadimplencia,Qtde_Emprestimos_Ativos,Qtde_Cartoes,Valor_Solicitado,Renda_Anual,Patrimonio_Liquido,Divida_Total,Parcelas_Mensais,Limite_Credito,Utilizacao_Credito,Endividamento_%,Valor_vs_Renda,Aprovado
CL_0274,Sra. Evelyn Vargas,50,MS,Câmara de Almeida,3943,358,91,55,CLT,Médio,0,2,5,51690,47316,32983,27453.99862916405,724.3062873461033,28505.63396014812,0.73,18.4,13.11,0
CL_0275,Alana Correia,57,DF,Brito do Oeste,11957,460,125,203,PJ,Fundamental,1,4,4,95042,143484,92104,509270.0861957408,2872.7635783283117,105611.39665280604,0.42,24.0,7.95,0
CL_0276,Pietra Macedo,56,BA,Ramos,11880,990,180,178,CLT,Médio,0,1,1,84251,142560,12612,250325.8509802616,2539.883152260191,121908.9164726694,0.53,21.4,7.09,1
CL_0277,Antony Nascimento,35,SE,das Neves,9283,505,173,164,CLT,Médio,0,1,4,58320,111396,1518,180339.2816639915,877.7298046525646,56646.516261658675,0.11,9.5,6.28,0
CL_0278,Dra. Maria Alice Fogaça,57,MS,Andrade de Minas,29081,311,149,144,CLT,Médio,1,2,5,65226,348972,12757,1629511.2550027354,8064.995131535306,272537.36728773994,0.99,27.7,2.24,0
CL_0279,Sr. Arthur Melo,18,SP,Macedo,12973,789,199,185,CLT,Superior,0,1,1,57091,155676,153744,205102.47143479364,980.3452451976449,87832.93589052914,0.3,7.6,4.4,1
CL_0280,Sra. Isabella Rios,28,GO,Gonçalves,18868,575,53,214,CLT,Superior,1,0,3,80301,226416,37487,735491.0913479701,3440.9220481308384,65099.0617727667,0.63,18.2,4.26,0
CL_0281,Giovanna Leão,45,AP,Gonçalves,16828,992,13,217,CLT,Superior,0,2,1,22942,201936,17811,292428.77418614284,5023.330851937565,79330.8580944043,0.58,29.9,1.36,1
CL_0282,Daniela Costela,42,PI,Fogaça de Moraes,25674,541,14,156,PJ,Médio,0,1,2,39712,308088,20947,796409.0281230639,1463.6294788406308,164155.8294602934,0.79,5.7,1.55,0
CL_0283,Maria Liz da Mata,67,RO,Ramos de Marques,27715,515,76,160,Autônomo,Médio,0,0,1,66277,332580,19758,1314633.9220763836,6914.725840444327,124322.31386299932,0.29,24.9,2.39,0
CL_0284,Srta. Sophie Rezende,40,RS,Aragão Paulista,2327,550,10,59,CLT,Superior,0,4,3,50632,27924,6093,123436.37675867349,388.8006073910085,10915.502315483349,0.76,16.7,21.76,0
CL_0285,Luiza Castro,48,ES,Lopes de Sampaio,28806,425,154,218,Outros,Superior,0,1,4,39031,345672,37586,1455146.546991626,1529.3435285723513,135714.3168664716,0.38,5.3,1.35,0
CL_0286,Emilly Vasconcelos,47,RN,Sousa,21415,516,222,216,CLT,Superior,1,0,1,21478,256980,172906,758781.1473148029,2497.7202124197497,50351.79961947375,0.41,11.7,1.0,0
CL_0287,José Miguel Fonseca,59,RN,Novaes,8647,605,43,119,CLT,Médio,0,3,1,23551,103764,23897,136885.4631093009,3280.076606623972,16697.950870207715,0.67,37.9,2.72,1
CL_0288,Allana Abreu,52,RR,Brito de Cavalcante,5951,484,166,182,Outros,Superior,0,3,1,49068,71412,22429,238519.19199093216,1383.0249978312775,8994.677254232472,0.78,23.2,8.25,0
CL_0289,Anthony Albuquerque,24,BA,Campos Verde,16843,338,231,137,CLT,Superior,0,0,1,94608,202116,14000,723279.1243406772,6720.854232648963,37400.199350614675,0.67,39.9,5.62,0
CL_0290,Brenda Marques,33,RR,Almeida de Andrade,15135,522,87,174,Autônomo,Médio,0,2,3,36561,181620,2996,27677.208297629226,3536.835530869626,72357.07523419836,0.9,23.4,2.42,0
CL_0291,Dra. Luana Alves,43,PR,Almeida,29011,483,74,22,CLT,Médio,0,2,5,3892,348132,46585,784039.0445995033,6973.598739933541,218527.96453329496,0.29,24.0,0.13,0
CL_0292,Isaque Barbosa,65,PI,Cavalcanti Alegre,21760,794,57,212,CLT,Superior,0,1,5,25395,261120,19726,1105055.6646459335,4072.2763864966046,66794.84849684413,0.9,18.7,1.17,1
CL_0293,Beatriz Rezende,69,AC,Jesus do Galho,7459,726,139,148,CLT,Médio,1,3,1,19756,89508,4041,223678.6321661612,1182.3570191611668,80319.23780567045,0.13,15.9,2.65,0
CL_0294,Ana Sophia Pastor,66,RJ,Araújo de Marques,1626,477,49,234,PJ,Médio,1,2,3,88710,19512,11902,31721.432374704542,224.4545742879589,16084.728165148792,0.66,13.8,54.56,0
CL_0295,Anna Liz Campos,19,AC,Duarte,21061,727,145,12,PJ,Superior,0,2,3,35651,252732,29669,1104896.0519063647,3584.523558714843,141652.03675161174,0.55,17.0,1.69,1
CL_0296,Dr. Arthur Cunha,18,SP,Moura,29132,593,178,100,PJ,Pós-graduação,0,3,1,67333,349584,13425,301976.04904977203,6145.3335910769865,261206.4887038028,0.49,21.1,2.31,0
CL_0297,Emilly Pereira,65,PI,Teixeira dos Dourados,10295,450,106,160,CLT,Médio,1,4,2,74745,123540,5471,137324.79566221725,1206.5449946690944,51779.8737795109,0.31,11.7,7.26,0
CL_0298,Asafe Farias,29,AC,Duarte,13141,683,212,23,CLT,Médio,1,2,1,50306,157692,10391,546895.5041057745,1691.3292534965274,18457.26671736088,0.5,12.9,3.83,0
CL_0299,Davi Brito,22,GO,da Luz,23908,937,44,107,CLT,Médio,0,0,2,22346,286896,418176,524140.6632130205,3467.632315263765,261736.68690688757,0.16,14.5,0.93,1
CL_0300,Dante Sampaio,54,AM,da Paz de Goiás,22993,607,62,10,CLT,Superior,1,1,1,29024,275916,17216,991582.0909167747,4765.091443308025,55314.91243063311,0.37,20.7,1.26,0
CL_0301,Maria Luiza Novais,49,AC,Barros da Praia,22030,635,214,16,Autônomo,Médio,0,2,2,95950,264360,21079,230719.59364918046,6135.017464821221,251743.65714818094,0.1,27.8,4.36,1
CL_0302,Jade Pinto,26,RS,Pereira das Flores,8696,674,200,195,CLT,Pós-graduação,1,2,2,41818,104352,22473,139426.64178633466,3040.5664230113443,63400.00086318302,0.57,35.0,4.81,0
CL_0303,Diego Novaes,58,AP,Mendes Paulista,29609,307,14,174,Autônomo,Médio,0,4,1,6947,355308,24735,308255.32688696694,4456.040298545945,129130.5834116187,0.1,15.0,0.23,0
CL_0304,Esther Machado,52,RR,das Neves,13059,640,132,24,Autônomo,Médio,0,0,2,76153,156708,7619,747381.2801477613,1492.7079387815909,84240.61661412318,0.16,11.4,5.83,1
CL_0305,Sra. Clarice Araújo,36,AC,Novais do Norte,4868,428,9,93,CLT,Superior,1,1,4,87240,58416,2018,121883.78110763116,888.8803106123758,31729.273008213848,0.09,18.3,17.92,0
CL_0306,Benjamim Ribeiro,65,RR,Vasconcelos,5297,968,82,200,PJ,Superior,0,2,5,95238,63564,4766,111388.12713231468,1922.991504439602,6653.868257880919,0.38,36.3,17.98,0
CL_0307,Ravi Lucca Pimenta,33,MT,Marques de Castro,16614,651,133,20,CLT,Médio,0,1,3,68428,199368,4464,33810.931810119786,888.0391492076324,81575.70977123387,0.84,5.3,4.12,1
CL_0308,Sr. Ravi Moraes,20,ES,Novaes da Mata,15218,657,111,83,CLT,Médio,0,3,2,30754,182616,687,155542.4729403232,4371.431609708369,139070.05511188527,0.91,28.7,2.02,1
CL_0309,Larissa Guerra,37,SC,Andrade do Oeste,3292,816,5,210,CLT,Pós-graduação,1,2,2,64355,39504,12901,85469.49923851814,714.3838054754242,21762.625470283037,0.07,21.7,19.55,0
CL_0310,Mirella Barros,41,AC,Albuquerque,12553,794,29,210,CLT,Fundamental,1,2,3,59241,150636,4470,65626.63464311318,1335.2145977404962,46277.02724703441,0.63,10.6,4.72,0
CL_0311,Rodrigo Araújo,50,RN,Sampaio,23616,385,116,139,CLT,Superior,1,3,2,69960,283392,84791,737562.4563303866,3834.235527574232,110669.49900095716,0.68,16.2,2.96,0
CL_0312,Ryan Machado,41,AM,da Paz,4976,474,109,36,CLT,Médio,0,4,3,14418,59712,19074,139103.62112178665,640.5729964162423,52216.1452615946,0.53,12.9,2.9,0
CL_0313,Bryan Souza,69,MA,da Cunha da Mata,4917,492,42,41,CLT,Superior,1,2,1,96422,59004,9110,227703.74586910295,1756.555269330506,33342.405009415466,0.67,35.7,19.61,0
CL_0314,Catarina Cassiano,28,AP,Silva do Sul,3145,610,232,144,CLT,Superior,0,1,4,89593,37740,2797,125788.67435915496,687.6721273774481,21423.34167966001,0.23,21.9,28.49,0
CL_0315,Gabrielly Cassiano,66,BA,Dias da Mata,16255,418,163,100,PJ,Médio,0,0,4,56184,195060,6112,445739.75874157256,4016.3341203860796,188170.18901561585,0.49,24.7,3.46,0
CL_0316,Sr. Mathias Marques,25,CE,Aragão,27281,517,222,47,PJ,Superior,1,1,5,5833,327372,87399,393120.5513025075,7032.787180096642,123574.61991830535,0.39,25.8,0.21,0
CL_0317,Nicole Gonçalves,53,SC,Macedo,20914,726,131,102,CLT,Fundamental,0,4,2,76430,250968,46166,918952.3276381486,5727.633390376786,131234.35399518826,0.09,27.4,3.65,1
CL_0318,Luísa Pinto,55,ES,Mendes de Sousa,20756,713,10,27,CLT,Médio,0,0,5,42833,249072,53078,888819.4861745733,4637.813868304981,206083.20177722993,0.63,22.3,2.06,1
CL_0319,Ravi Vargas,57,RO,Castro,4572,413,103,40,PJ,Superior,0,1,1,1565,54864,95,46697.55869752946,257.2012240442726,42739.2148210265,0.5,5.6,0.34,0
CL_0320,Cecilia da Paz,37,RR,Pires,3354,444,162,98,CLT,Médio,0,1,4,41180,40248,21125,184427.76538492707,560.6309621691099,13160.403872636445,0.28,16.7,12.28,0
CL_0321,Valentina Novaes,52,RO,Rodrigues de da Paz,21905,837,126,46,PJ,Superior,1,3,1,19402,262860,3605,109240.69109899983,2504.9601682976595,58311.14337575574,0.47,11.4,0.89,0
CL_0322,Emanuel Sales,65,PB,Brito,6162,947,178,239,CLT,Fundamental,0,4,1,43845,73944,6758,27335.970897178733,1774.9640693076137,53657.15758313219,0.78,28.8,7.12,1
CL_0323,Sra. Sara Cassiano,42,RS,da Conceição de Barros,8014,602,109,145,CLT,Médio,1,3,2,76851,96168,9912,97900.66333222538,559.7508766278439,30727.42261026145,0.8,7.0,9.59,0
CL_0324,Cecilia Aparecida,52,RO,Fogaça de Moreira,22915,887,103,205,CLT,Médio,0,0,1,13834,274980,74,1252907.2982125103,5667.594147563165,255489.28271696283,0.65,24.7,0.6,1
CL_0325,Yago Cunha,42,AL,Azevedo,4208,644,6,226,CLT,Médio,0,3,4,68850,50496,6941,133712.9438297052,520.6184005655905,10190.617259373297,0.47,12.4,16.36,0
CL_0326,Sr. Ryan Abreu,46,DF,da Rosa de Minas,13194,300,224,235,PJ,Médio,0,4,5,38180,158328,44255,627123.0394326649,5041.375197457042,59392.35825636067,0.58,38.2,2.89,0
CL_0327,Diego Lopes,35,RS,Farias,24996,446,200,104,CLT,Superior,1,2,4,4883,299952,103970,364871.09775462036,4185.313486813125,40060.08226548659,0.39,16.7,0.2,0
CL_0328,Aylla Carvalho,63,SE,da Mota,11024,586,112,123,PJ,Pós-graduação,0,2,2,76587,132288,55964,330996.174456671,1806.033444799889,96309.61473148069,0.13,16.4,6.95,0
CL_0329,Matheus Farias,35,SE,Cassiano,26277,953,21,198,Autônomo,Superior,1,0,4,12695,315324,42182,585121.0074559116,9806.172622277287,283893.79488104914,0.39,37.3,0.48,0
CL_0330,Sarah Câmara,19,RN,Dias Paulista,21391,352,34,232,CLT,Médio,0,2,3,24123,256692,51131,1066904.405944672,4194.171277129061,171012.91215551327,0.53,19.6,1.13,0
CL_0331,Cauê Pereira,52,RN,da Rosa,7956,603,139,12,PJ,Médio,0,3,5,59481,95472,1582,20121.846069070016,3078.9864557736178,90024.392905503,0.6,38.7,7.48,1
CL_0332,Sarah Ribeiro,33,AP,Cardoso de Vasconcelos,5712,368,14,209,CLT,Médio,0,0,3,74438,68544,9178,88752.78480570395,333.9213679853002,13786.161977188005,0.94,5.8,13.03,0
CL_0333,Isabelly Aragão,58,TO,Macedo,14724,660,141,228,CLT,Médio,1,4,3,18573,176688,5943,149763.16926333963,2314.916133846741,28933.737795175766,0.78,15.7,1.26,0
CL_0334,Benício Fonseca,53,RJ,Nunes Verde,9470,901,48,140,PJ,Superior,1,0,2,95910,113640,10488,489791.38756556384,2681.5965668030863,96807.45420570501,0.15,28.3,10.13,0
CL_0335,Evelyn Freitas,50,RN,Borges,26650,519,121,99,CLT,Fundamental,0,0,1,57494,319800,25548,764630.5633471248,9641.96833663155,277443.1010645547,0.17,36.2,2.16,0
CL_0336,Josué Cirino,21,PB,Abreu Alegre,18420,874,18,30,CLT,Médio,0,1,3,13288,221040,24351,459913.11266056687,2574.0468581244063,186805.2289824463,0.1,14.0,0.72,1
CL_0337,Caio Castro,50,GO,Castro das Pedras,3125,884,131,129,CLT,Pós-graduação,0,1,4,47978,37500,6358,86342.45753607343,1173.9598662102621,30589.418524597506,0.74,37.6,15.35,0
CL_0338,Natália Machado,31,GO,Rodrigues,11814,460,65,15,CLT,Médio,1,0,1,73420,141768,66114,689337.0185494464,3047.332851827494,58887.02480728465,0.71,25.8,6.21,0
CL_0339,Luan Carvalho,38,AM,Cunha das Flores,9473,980,111,136,Autônomo,Médio,0,2,4,77095,113676,11405,484977.0819607995,3129.43288073485,32133.201496473375,0.99,33.0,8.14,1
CL_0340,Ayla da Rocha,65,RS,da Rosa do Galho,10077,388,121,72,Autônomo,Fundamental,1,1,4,55672,120924,96019,430635.39309941034,1904.7803019252115,113032.13920469504,0.52,18.9,5.52,0
CL_0341,Ísis Mendes,37,SE,Novaes,9570,987,23,165,PJ,Médio,1,4,1,62821,114840,32685,174941.15801827298,1189.1981914077423,41887.90924844411,0.83,12.4,6.56,0
CL_0342,Daniel Andrade,25,RS,Carvalho da Serra,29357,884,160,202,PJ,Superior,0,3,1,84661,352284,50473,320348.6443155486,10830.748331954275,158013.59757818445,0.58,36.9,2.88,1
CL_0343,João Felipe Vieira,24,PR,Ribeiro,10166,888,15,53,CLT,Médio,1,1,4,70224,121992,25201,562996.1032325604,3828.4907333761666,88394.88019963833,0.87,37.7,6.91,0
CL_0344,Pedro Miguel Barbosa,20,AM,Pereira de Guerra,26493,458,164,183,CLT,Médio,0,0,2,90405,317916,6856,690853.7417362966,5938.44040292643,111983.70890008785,0.72,22.4,3.41,0
CL_0345,Srta. Hadassa Duarte,34,RJ,Moreira das Pedras,24374,788,6,213,CLT,Fundamental,0,2,5,55796,292488,108878,428759.15874740406,1274.1083319880572,243994.2802236063,0.64,5.2,2.29,1
CL_0346,Sr. Ian Vasconcelos,50,CE,Sampaio,5100,623,158,224,CLT,Médio,0,3,5,45706,61200,10687,147339.73742612053,450.962572301672,9028.942385742928,0.57,8.8,8.96,1
CL_0347,Sra. Maria Eduarda Jesus,65,AP,Lopes de Fogaça,8283,909,104,99,CLT,Fundamental,0,1,2,5023,99396,84954,456968.37594939343,2075.3867081097733,80370.026373808,0.72,25.1,0.61,1
CL_0348,Daniela Vasconcelos,29,PA,Ramos,14726,680,225,108,Outros,Superior,1,2,1,83636,176712,35758,352828.4515116108,858.8475013341518,112217.48834556762,0.42,5.8,5.68,0
CL_0349,Rafaela Macedo,68,MT,Costa,10646,401,61,86,CLT,Superior,0,2,4,37735,127752,45899,364979.91213415214,2011.2335199668255,77746.99368756641,0.1,18.9,3.54,0
CL_0350,Dr. Léo Brito,39,DF,Teixeira,6471,793,130,172,CLT,Superior,0,2,5,73959,77652,24976,313289.7021470439,1010.6374212287726,39098.736022929006,0.04,15.6,11.43,0
CL_0351,Dra. Júlia Rezende,39,RS,Jesus,14990,943,29,236,CLT,Médio,0,0,4,40218,179880,15247,394467.7384564247,4497.328226897667,60672.04837117353,0.48,30.0,2.68,1
CL_0352,João Miguel Monteiro,63,MS,Ribeiro,19089,913,71,161,PJ,Superior,0,4,2,13213,229068,13770,285041.8720699798,1325.7794507660979,116534.01446456564,0.6,6.9,0.69,1
CL_0353,Sr. Leonardo Jesus,47,GO,Freitas de Borges,14451,318,27,136,PJ,Superior,0,2,4,99694,173412,19525,862408.4254851331,3194.479448796774,85987.98229900256,0.08,22.1,6.9,0
CL_0354,Sr. Lucas Almeida,55,RS,Pereira Verde,13812,753,133,215,CLT,Médio,0,3,2,29460,165744,20873,793449.2129679986,3490.1542034326517,102502.94141018938,0.29,25.3,2.13,1
CL_0355,Sr. Renan Cavalcanti,55,PI,das Neves dos Dourados,3490,781,99,7,CLT,Superior,0,1,1,65680,41880,2299,177280.047254585,928.5210493982727,14299.636833993804,0.32,26.6,18.82,0
CL_0356,Thiago Castro,62,AM,Cavalcante do Campo,6799,893,198,6,Autônomo,Fundamental,1,3,2,32017,81588,36714,283357.7355495594,1304.0834542151135,12602.295980414208,0.56,19.2,4.71,0
CL_0357,Mirella Sá,68,CE,da Costa,14497,696,27,35,CLT,Médio,1,0,2,99536,173964,27210,268746.82019543217,2269.1969147323703,37633.978787203465,0.28,15.7,6.87,0
CL_0358,Ravy Correia,25,AL,Casa Grande Paulista,21456,578,150,17,CLT,Superior,0,0,5,93038,257472,197590,1178120.6544733513,6198.0496861524925,186473.0606638346,0.1,28.9,4.34,0
CL_0359,João Felipe Azevedo,44,GO,Vargas de Sales,23859,664,164,2,PJ,Médio,1,3,4,31990,286308,95101,415211.787634437,8270.7024715371,29762.08942051797,0.16,34.7,1.34,0
CL_0360,Gabriela Melo,44,CE,Gonçalves,14972,630,156,27,Autônomo,Superior,0,4,5,20515,179664,29151,722961.9215529304,4383.295145509842,156021.31790874517,0.17,29.3,1.37,1
CL_0361,Dra. Maitê Azevedo,51,PB,Abreu,24204,940,128,69,CLT,Médio,0,0,3,30991,290448,170680,1335905.4169748612,9106.411978734308,209083.12205756202,0.84,37.6,1.28,1
CL_0362,Augusto Alves,38,RR,Aparecida do Amparo,5880,643,135,235,PJ,Superior,0,0,2,8634,70560,9919,215540.95980559936,1770.128335186614,55559.83749178308,0.28,30.1,1.47,1
CL_0363,Olívia Freitas,47,CE,Rezende,6257,754,229,171,Autônomo,Pós-graduação,0,3,3,78034,75084,32756,302962.09801429225,1987.3267965531236,63795.30167775659,0.71,31.8,12.47,0
CL_0364,Srta. Giovanna Alves,50,AL,Caldeira do Norte,20597,900,191,148,CLT,Superior,0,0,5,77452,247164,21918,983541.1847455925,2240.2557491446287,48399.13714992935,0.57,10.9,3.76,1
CL_0365,Ravi Barros,45,RN,Rezende das Pedras,11895,954,222,27,Outros,Médio,1,4,4,30377,142740,13584,149373.5532355425,2341.398425075833,119508.61299797833,0.98,19.7,2.55,0
CL_0366,Esther Aparecida,64,AP,Peixoto de Ferreira,17741,364,223,231,PJ,Médio,0,4,5,34001,212892,23056,718048.5074608065,3898.928319271423,116222.47635160251,0.27,22.0,1.92,0
CL_0367,Sra. Elisa Rodrigues,50,BA,Fogaça,7088,375,11,53,PJ,Médio,1,4,4,2391,85056,13456,47460.64332258732,990.2120770204627,76130.52265990927,0.16,14.0,0.34,0
CL_0368,Arthur Rocha,22,GO,Silva de Brito,29196,442,118,181,PJ,Fundamental,0,1,4,66206,350352,56497,906874.1354076641,6860.737417036763,313928.6064501357,0.05,23.5,2.27,0
CL_0369,Marcos Vinicius Andrade,65,RR,da Rocha,18850,904,232,64,CLT,Fundamental,1,4,1,43215,226200,31033,202438.6368480533,2860.9998520036393,23863.317372427195,0.24,15.2,2.29,0
CL_0370,Camila Fogaça,36,MG,da Conceição,6444,772,180,99,CLT,Superior,0,4,2,80720,77328,5649,165490.6228103593,1872.7922201110798,33583.01793433517,0.68,29.1,12.53,0
CL_0371,Maya das Neves,21,SE,Siqueira,14895,716,136,20,CLT,Superior,0,1,5,28114,178740,93664,747421.3585548339,3196.4814011728317,101142.81070854572,0.09,21.5,1.89,1
CL_0372,Yago Costa,52,PA,Moraes,21316,604,213,234,CLT,Pós-graduação,0,2,4,12882,255792,45436,1262876.4165699773,4488.775163019568,180375.1604119357,0.24,21.1,0.6,1
CL_0373,Maria Flor Souza,66,RN,Cirino Alegre,18572,796,62,226,CLT,Médio,0,0,5,18273,222864,23347,369509.2196226464,7322.473180219483,77037.5607075951,0.86,39.4,0.98,1
CL_0374,Ana Laura Pacheco,34,MA,Lima do Amparo,5743,590,174,12,Autônomo,Médio,0,4,5,46647,68916,14516,186526.86879297288,1075.9837678129938,21671.58303296808,0.58,18.7,8.12,0
CL_0375,Camila Garcia,61,TO,Lopes,21585,401,123,56,Autônomo,Médio,1,0,4,83665,259020,75679,674840.4299349755,3816.3014193560416,112110.82601190794,0.07,17.7,3.88,0
CL_0376,Maria Fernanda Sousa,45,MA,Novais,26417,566,141,48,PJ,Pós-graduação,0,3,3,65892,317004,205243,1514190.9714901873,4266.6500866608585,171983.27161952658,0.05,16.2,2.49,0
CL_0377,Benício Santos,47,SP,Ferreira Alegre,23066,921,196,117,Autônomo,Superior,1,0,2,43679,276792,38321,676773.127490908,8376.699935859717,264396.5287095699,0.06,36.3,1.89,0
CL_0378,Sr. Nathan das Neves,46,PB,Cavalcanti,11416,302,177,53,PJ,Superior,0,1,2,1427,136992,3257,482981.79072156554,2555.509719557881,107118.5328139974,0.94,22.4,0.12,0
CL_0379,Olivia Oliveira,63,RN,Cirino Grande,24588,384,110,137,CLT,Pós-graduação,1,0,1,97952,295056,34296,1362204.8754239394,6393.004590302854,140705.63737930727,0.85,26.0,3.98,0
CL_0380,Valentim Vasconcelos,23,RJ,da Mota de Pires,22306,627,110,52,CLT,Superior,0,0,1,67267,267672,34901,516487.83036289085,2526.967947419598,35645.61173915413,0.84,11.3,3.02,1
CL_0381,Dr. Nathan da Cunha,52,SC,Costela,11484,749,203,43,CLT,Médio,0,0,1,1799,137808,62646,622947.1408997899,2748.4637218038033,32772.195281968256,0.92,23.9,0.16,1
CL_0382,Théo Fogaça,58,DF,Lima,3259,753,215,46,PJ,Médio,1,2,2,56659,39108,3927,179722.2018359974,476.2274611954412,19603.434687426783,0.51,14.6,17.39,0
CL_0383,Davi Miguel Andrade,54,RS,Freitas da Mata,29288,928,218,52,CLT,Superior,0,2,3,95409,351456,215409,1637871.5128719322,8954.012952481506,291476.6625829994,0.25,30.6,3.26,1
CL_0384,Dante Ramos,41,BA,Moreira do Sul,10681,520,228,73,PJ,Médio,0,3,2,8025,128172,17017,182668.979572794,3646.332352708002,55409.29918226681,0.4,34.1,0.75,0
CL_0385,Breno Azevedo,46,CE,Campos,28338,453,216,45,CLT,Médio,0,1,2,15481,340056,247645,701107.8776288185,8506.60688776565,196197.0989769485,0.72,30.0,0.55,0
CL_0386,Sarah Lima,66,PA,da Rosa de Lopes,3982,964,133,12,PJ,Pós-graduação,0,0,2,26411,47784,78,208574.29058541902,1216.8412945308578,43044.837620299644,0.88,30.6,6.63,1
CL_0387,Stephany Abreu,63,RN,Araújo de Machado,25942,311,78,164,Autônomo,Pós-graduação,0,0,2,97894,311304,142627,578992.1114743784,5950.216570993978,286704.7281825017,0.44,22.9,3.77,0
CL_0388,Enzo Macedo,48,AC,Camargo,2451,432,222,101,PJ,Superior,1,0,3,15961,29412,15737,89448.94680273723,733.440474626238,8268.509679091349,0.54,29.9,6.51,0
CL_0389,Antony Barbosa,52,RJ,Sales,26798,603,32,23,Outros,Superior,0,0,1,22767,321576,208685,218178.7315106265,5304.407574211688,39648.82385617739,0.93,19.8,0.85,1
CL_0390,Pedro Henrique Pimenta,50,MG,Silveira,29465,592,220,1,Autônomo,Superior,0,2,5,52690,353580,930,132856.7804522253,8191.894768062518,128453.13424583257,0.11,27.8,1.79,0
CL_0391,Helena Cardoso,69,RR,da Paz,3579,599,23,213,Autônomo,Médio,0,3,1,53870,42948,1618,90996.95751747816,503.43546655746275,30972.04133237614,0.86,14.1,15.05,0
CL_0392,Henry Gabriel Farias,38,MG,Gonçalves Verde,4217,342,158,80,Autônomo,Fundamental,0,4,1,37135,50604,10734,148608.3118550772,313.8078623219114,48336.24166668607,0.16,7.4,8.81,0
CL_0393,Allana Cunha,49,BA,Marques,28408,642,220,99,Autônomo,Superior,0,1,5,65514,340896,1759,690050.4290432875,5531.481970511908,52479.57561103579,0.48,19.5,2.31,1
CL_0394,Matheus Cassiano,40,PR,Pires das Flores,29452,625,192,141,PJ,Superior,1,0,2,87928,353424,4645,1035852.2654832946,6232.701585416447,38679.95707126859,0.22,21.2,2.99,0
CL_0395,Lívia Pimenta,50,MG,Casa Grande de Moraes,22408,797,163,137,CLT,Fundamental,0,3,3,79798,268896,13436,705559.8292339328,3131.3500602422578,240339.6782344246,0.6,14.0,3.56,1
CL_0396,Liz Gonçalves,20,RJ,Cavalcante Paulista,11192,663,215,162,CLT,Pós-graduação,1,4,3,71765,134304,19295,464687.19623798196,3410.1837255048313,103297.66036982591,0.56,30.5,6.41,0
CL_0397,Sr. Thomas Pastor,35,RS,Cassiano do Sul,26361,726,165,152,CLT,Fundamental,0,3,1,24772,316332,49945,1038425.8756205068,1996.6524617027937,314084.3127463213,0.38,7.6,0.94,1
CL_0398,Valentina Martins,42,BA,Rios,8811,320,182,130,CLT,Médio,0,2,5,19799,105732,737,230369.29878804684,1127.4724201367608,47268.56286453257,0.86,12.8,2.25,0
CL_0399,Gabriel Rezende,59,AL,Campos,29571,706,36,110,CLT,Superior,0,4,4,24555,354852,13255,774456.2141619998,9226.08255128727,164904.45447379348,0.66,31.2,0.83,1
CL_0400,Isabel Lopes,48,RO,Melo dos Dourados,25070,918,43,101,Outros,Médio,0,3,2,93152,300840,41669,237607.60346547136,5089.046939931739,72588.43537151767,0.72,20.3,3.72,1
CL_0401,Maria Mendes,20,RN,Alves de Goiás,19949,635,53,16,Autônomo,Fundamental,0,2,1,20333,239388,43149,625968.2609554332,5921.846055586086,45370.383318807355,0.15,29.7,1.02,1
CL_0402,Apollo da Rosa,57,ES,Araújo do Sul,2268,416,177,11,Autônomo,Médio,0,3,3,5261,27216,874,81026.86904157151,563.8702897846188,16705.856928205256,0.88,24.9,2.32,0
CL_0403,Isabella Garcia,63,SP,Freitas,6990,423,84,181,CLT,Superior,1,3,5,70002,83880,8537,204230.86018519083,2675.4187428685473,34999.87374955967,0.17,38.3,10.01,0
CL_0404,Letícia Rios,41,PI,Garcia,17034,698,60,115,CLT,Médio,0,4,5,47553,204408,95973,346669.0062572702,4415.698975110258,32083.214117292348,0.22,25.9,2.79,1
CL_0405,Sr. Francisco Garcia,67,AL,Novais de Camargo,29133,350,77,23,CLT,Superior,1,2,1,4088,349596,476275,1271158.2779335263,1608.262240362809,313379.53726065165,0.13,5.5,0.14,0
CL_0406,Levi Câmara,49,AP,Pastor da Praia,8145,623,187,28,CLT,Superior,0,0,4,46783,97740,85218,45531.40282335859,1413.2151069502302,25916.747772798997,0.44,17.4,5.74,1
CL_0407,Felipe Rodrigues,64,SP,Pires,22967,440,25,170,CLT,Fundamental,1,1,3,2115,275604,117645,1262475.1759619028,2298.3361408684327,212087.10367393153,0.89,10.0,0.09,0
CL_0408,Antony da Rosa,39,TO,Campos,6732,769,178,152,CLT,Pós-graduação,1,4,1,71114,80784,8110,16249.932139310089,2515.2218711557084,27631.59199973836,0.25,37.4,10.56,0
CL_0409,Rael Rodrigues,40,ES,Cavalcanti de Nascimento,28237,633,130,227,Autônomo,Fundamental,0,2,4,69126,338844,78624,1631708.586212323,2439.799885076735,280730.93076563464,0.37,8.6,2.45,1
CL_0410,Sr. André Costela,19,MT,Cassiano,12985,672,152,121,PJ,Pós-graduação,1,3,5,73908,155820,16793,368598.82371443167,2411.27985726501,29896.21284531897,0.85,18.6,5.69,0
